time,geo,sex,age,value_mean,value_median
2012,Luxembourg,Males,20 to 64,41856.0,39155.0
2012,Luxembourg,Males,25 to 54,42191.0,39698.0
2012,Luxembourg,Males,25 to 59,42432.0,40062.0
2012,Luxembourg,Males,55 to 64,44270.0,40790.0
2012,Luxembourg,Males,55 or over,45225.0,39648.0
2012,Luxembourg,Males,60 or over,45613.0,39239.0
2012,Luxembourg,Males,65 or over,45961.0,39045.0
2012,Luxembourg,Females,18 to 54,39661.0,36772.0
2012,Luxembourg,Females,18 to 59,40005.0,36991.0
2012,Luxembourg,Females,18 to 64,40477.0,37615.0
2012,Luxembourg,Females,18 or over,40452.0,37060.0
2012,Luxembourg,Females,20 to 64,40897.0,38074.0
2012,Luxembourg,Females,25 to 54,41240.0,38738.0
2012,Luxembourg,Females,25 to 59,41412.0,38723.0
2012,Luxembourg,Females,55 to 64,43429.0,39648.0
2012,Luxembourg,Females,55 or over,41593.0,37267.0
2012,Luxembourg,Females,60 or over,41387.0,37114.0
2012,Luxembourg,Females,65 or over,40377.0,35560.0
2012,Hungary,Total,18 to 54,5387.0,4830.0
2012,Hungary,Total,18 to 59,5416.0,4845.0
2012,Hungary,Total,18 to 64,5411.0,4842.0
2012,Hungary,Total,18 or over,5324.0,4756.0
2012,Hungary,Total,20 to 64,5437.0,4866.0
2012,Hungary,Total,25 to 54,5514.0,4935.0
2012,Hungary,Total,25 to 59,5526.0,4926.0
2012,Hungary,Total,55 to 64,5485.0,4866.0
2012,Hungary,Total,55 or over,5228.0,4684.0
2012,Hungary,Total,60 or over,5090.0,4619.0
2012,Hungary,Total,65 or over,4966.0,4563.0
2012,Hungary,Males,18 to 54,5443.0,4875.0
2012,Hungary,Males,18 to 59,5470.0,4883.0
2012,Hungary,Males,18 to 64,5479.0,4897.0
2012,Hungary,Males,18 or over,5453.0,4885.0
2012,Hungary,Males,20 to 64,5507.0,4925.0
2012,Hungary,Males,25 to 54,5543.0,4983.0
2012,Hungary,Males,25 to 59,5557.0,4974.0
2012,Hungary,Males,55 to 64,5594.0,4962.0
2012,Hungary,Males,55 or over,5471.0,4897.0
2012,Hungary,Males,60 or over,5399.0,4885.0
2012,Hungary,Males,65 or over,5312.0,4844.0
2012,Hungary,Females,18 to 54,5331.0,4764.0
2012,Hungary,Females,18 to 59,5364.0,4787.0
2012,Hungary,Females,18 to 64,5347.0,4768.0
2012,Hungary,Females,18 or over,5213.0,4655.0
2012,Hungary,Females,20 to 64,5370.0,4798.0
2012,Hungary,Females,25 to 54,5486.0,4901.0
2012,Hungary,Females,25 to 59,5496.0,4889.0
2012,Hungary,Females,55 to 64,5392.0,4787.0
2012,Hungary,Females,55 or over,5056.0,4536.0
2012,Hungary,Females,60 or over,4890.0,4447.0
2012,Hungary,Females,65 or over,4764.0,4375.0
2012,Malta,Total,18 to 54,13637.0,12352.0
2012,Malta,Total,18 to 59,13710.0,12431.0
2012,Malta,Total,18 to 64,13588.0,12352.0
2012,Malta,Total,18 or over,13056.0,11802.0
2012,Malta,Total,20 to 64,13707.0,12460.0
2012,Malta,Total,25 to 54,13876.0,12491.0
2012,Malta,Total,25 to 59,13930.0,12561.0
2012,Malta,Total,55 to 64,13413.0,12298.0
2012,Malta,Total,55 or over,12061.0,10612.0
2012,Malta,Total,60 or over,11382.0,9977.0
2012,Malta,Total,65 or over,10789.0,9488.0
2012,Malta,Males,18 to 54,13912.0,12561.0
2012,Malta,Males,18 to 59,13989.0,12656.0
2012,Malta,Males,18 to 64,13879.0,12591.0
2012,Malta,Males,18 or over,13380.0,12096.0
2012,Malta,Males,20 to 64,13984.0,12687.0
2012,Malta,Males,25 to 54,14146.0,12649.0
2012,Malta,Males,25 to 59,14204.0,12725.0
2012,Malta,Males,55 to 64,13761.0,12669.0
2012,Malta,Males,55 or over,12402.0,11002.0
2012,Malta,Males,60 or over,11672.0,10349.0
2012,Malta,Males,65 or over,10969.0,9571.0
2012,Malta,Females,18 to 54,13354.0,12188.0
2012,Malta,Females,18 to 59,13424.0,12197.0
2012,Malta,Females,18 to 64,13289.0,12137.0
2012,Malta,Females,18 or over,12738.0,11478.0
2012,Malta,Females,20 to 64,13423.0,12238.0
2012,Malta,Females,25 to 54,13597.0,12315.0
2012,Malta,Females,25 to 59,13646.0,12395.0
2012,Malta,Females,55 to 64,13063.0,11946.0
2012,Malta,Females,55 or over,11754.0,10276.0
2012,Malta,Females,60 or over,11132.0,9759.0
2012,Malta,Females,65 or over,10644.0,9391.0
2012,Netherlands,Total,18 to 54,23441.0,21461.0
2012,Netherlands,Total,18 to 59,23838.0,21767.0
2012,Netherlands,Total,18 to 64,23908.0,21795.0
2012,Netherlands,Total,18 or over,23461.0,21013.0
2012,Netherlands,Total,20 to 64,24031.0,21980.0
2012,Netherlands,Total,25 to 54,24113.0,22123.0
2012,Netherlands,Total,25 to 59,24488.0,22349.0
2012,Netherlands,Total,55 to 64,25667.0,22731.0
2012,Netherlands,Total,55 or over,23494.0,20250.0
2012,Netherlands,Total,60 or over,22510.0,19497.0
2012,Netherlands,Total,65 or over,21686.0,18794.0
2012,Netherlands,Males,18 to 54,23848.0,22034.0
2012,Netherlands,Males,18 to 59,24265.0,22316.0
2012,Netherlands,Males,18 to 64,24453.0,22415.0
2012,Netherlands,Males,18 or over,24054.0,21828.0
2012,Netherlands,Males,20 to 64,24572.0,22577.0
2012,Netherlands,Males,25 to 54,24420.0,22533.0
2012,Netherlands,Males,25 to 59,24835.0,22840.0
2012,Netherlands,Males,55 to 64,26758.0,23998.0
2012,Netherlands,Males,55 or over,24430.0,21521.0
2012,Netherlands,Males,60 or over,23474.0,20605.0
2012,Netherlands,Males,65 or over,22283.0,19408.0
2012,Netherlands,Females,18 to 54,23026.0,20963.0
2012,Netherlands,Females,18 to 59,23402.0,21144.0
2012,Netherlands,Females,18 to 64,23355.0,21090.0
2012,Netherlands,Females,18 or over,22884.0,20316.0
2012,Netherlands,Females,20 to 64,23483.0,21196.0
2012,Netherlands,Females,25 to 54,23801.0,21706.0
2012,Netherlands,Females,25 to 59,24136.0,21870.0
2012,Netherlands,Females,55 to 64,24579.0,21595.0
2012,Netherlands,Females,55 or over,22656.0,19271.0
2012,Netherlands,Females,60 or over,21674.0,18808.0
2012,Netherlands,Females,65 or over,21197.0,18341.0
2012,Austria,Total,18 to 54,25997.0,24018.0
2012,Austria,Total,18 to 59,26498.0,24323.0
2012,Austria,Total,18 to 64,26521.0,24308.0
2012,Austria,Total,18 or over,25836.0,23427.0
2012,Austria,Total,20 to 64,26629.0,24359.0
2012,Austria,Total,25 to 54,26320.0,24216.0
2012,Austria,Total,25 to 59,26875.0,24550.0
2012,Austria,Total,55 to 64,28674.0,25476.0
2012,Austria,Total,55 or over,25575.0,22567.0
2012,Austria,Total,60 or over,24332.0,21641.0
2012,Austria,Total,65 or over,23554.0,20804.0
2012,Austria,Males,18 to 54,26281.0,24336.0
2012,Austria,Males,18 to 59,26873.0,24610.0
2012,Austria,Males,18 to 64,26969.0,24623.0
2012,Austria,Males,18 or over,26596.0,24128.0
2012,Austria,Males,20 to 64,27075.0,24662.0
2012,Austria,Males,25 to 54,26522.0,24499.0
2012,Austria,Males,25 to 59,27208.0,24865.0
2012,Austria,Males,55 to 64,29950.0,26286.0
2012,Austria,Males,55 or over,27175.0,23732.0
2012,Austria,Males,60 or over,25872.0,22988.0
2012,Austria,Males,65 or over,25140.0,22520.0
2012,Austria,Females,18 to 54,25703.0,23566.0
2012,Austria,Females,18 to 59,26112.0,23971.0
2012,Austria,Females,18 to 64,26067.0,23858.0
2012,Austria,Females,18 or over,25116.0,22722.0
2012,Austria,Females,20 to 64,26182.0,23998.0
2012,Austria,Females,25 to 54,26119.0,23953.0
2012,Austria,Females,25 to 59,26544.0,24292.0
2012,Austria,Females,55 to 64,27484.0,24983.0
2012,Austria,Females,55 or over,24266.0,21358.0
2012,Austria,Females,60 or over,23124.0,20473.0
2012,Austria,Females,65 or over,22361.0,19795.0
2012,Poland,Total,18 to 54,6104.0,5242.0
2012,Poland,Total,18 to 59,6101.0,5238.0
2012,Poland,Total,18 to 64,6102.0,5247.0
2012,Poland,Total,18 or over,5978.0,5167.0
2012,Poland,Total,20 to 64,6152.0,5286.0
2012,Poland,Total,25 to 54,6295.0,5380.0
2012,Poland,Total,25 to 59,6262.0,5358.0
2012,Poland,Total,55 to 64,6096.0,5282.0
2012,Poland,Total,55 or over,5752.0,5032.0
2012,Poland,Total,60 or over,5628.0,4966.0
2012,Poland,Total,65 or over,5404.0,4818.0
2012,Poland,Males,18 to 54,6132.0,5246.0
2012,Poland,Males,18 to 59,6127.0,5239.0
2012,Poland,Males,18 to 64,6125.0,5259.0
2012,Poland,Males,18 or over,6091.0,5270.0
2012,Poland,Males,20 to 64,6178.0,5304.0
2012,Poland,Males,25 to 54,6311.0,5375.0
2012,Poland,Males,25 to 59,6279.0,5354.0
2012,Poland,Males,55 to 64,6098.0,5331.0
2012,Poland,Males,55 or over,6006.0,5312.0
2012,Poland,Males,60 or over,5967.0,5368.0
2012,Poland,Males,65 or over,5893.0,5305.0
2012,Poland,Females,18 to 54,6077.0,5235.0
2012,Poland,Females,18 to 59,6076.0,5235.0
2012,Poland,Females,18 to 64,6081.0,5241.0
2012,Poland,Females,18 or over,5880.0,5060.0
2012,Poland,Females,20 to 64,6128.0,5274.0
2012,Poland,Females,25 to 54,6279.0,5385.0
2012,Poland,Females,25 to 59,6246.0,5361.0
2012,Poland,Females,55 to 64,6095.0,5255.0
2012,Poland,Females,55 or over,5567.0,4857.0
2012,Poland,Females,60 or over,5400.0,4745.0
2012,Poland,Females,65 or over,5105.0,4571.0
2012,Portugal,Total,18 to 54,10329.0,8656.0
2012,Portugal,Total,18 to 59,10502.0,8739.0
2012,Portugal,Total,18 to 64,10585.0,8738.0
2012,Portugal,Total,18 or over,10509.0,8498.0
2012,Portugal,Total,20 to 64,10663.0,8829.0
2012,Portugal,Total,25 to 54,10552.0,8886.0
2012,Portugal,Total,25 to 59,10724.0,8925.0
2012,Portugal,Total,55 to 64,11591.0,9007.0
2012,Portugal,Total,55 or over,10785.0,8204.0
2012,Portugal,Total,60 or over,10524.0,7999.0
2012,Portugal,Total,65 or over,10270.0,7735.0
2012,Portugal,Males,18 to 54,10380.0,8659.0
2012,Portugal,Males,18 to 59,10573.0,8803.0
2012,Portugal,Males,18 to 64,10652.0,8830.0
2012,Portugal,Males,18 or over,10684.0,8637.0
2012,Portugal,Males,20 to 64,10759.0,8925.0
2012,Portugal,Males,25 to 54,10573.0,8888.0
2012,Portugal,Males,25 to 59,10772.0,8960.0
2012,Portugal,Males,55 to 64,11754.0,9338.0
2012,Portugal,Males,55 or over,11200.0,8558.0
2012,Portugal,Males,60 or over,10955.0,8418.0
2012,Portugal,Males,65 or over,10800.0,8157.0
2012,Portugal,Females,18 to 54,10280.0,8652.0
2012,Portugal,Females,18 to 59,10436.0,8681.0
2012,Portugal,Females,18 to 64,10522.0,8653.0
2012,Portugal,Females,18 or over,10354.0,8393.0
2012,Portugal,Females,20 to 64,10572.0,8719.0
2012,Portugal,Females,25 to 54,10533.0,8878.0
2012,Portugal,Females,25 to 59,10678.0,8901.0
2012,Portugal,Females,55 to 64,11443.0,8693.0
2012,Portugal,Females,55 or over,10457.0,7913.0
2012,Portugal,Females,60 or over,10195.0,7668.0
2012,Portugal,Females,65 or over,9886.0,7440.0
2012,Romania,Total,18 to 54,2397.0,2080.0
2012,Romania,Total,18 to 59,2434.0,2110.0
2012,Romania,Total,18 to 64,2457.0,2155.0
2012,Romania,Total,18 or over,2447.0,2143.0
2012,Romania,Total,20 to 64,2481.0,2182.0
2012,Romania,Total,25 to 54,2465.0,2145.0
2012,Romania,Total,25 to 59,2500.0,2196.0
2012,Romania,Total,55 to 64,2686.0,2453.0
2012,Romania,Total,55 or over,2534.0,2265.0
2012,Romania,Total,60 or over,2481.0,2194.0
2012,Romania,Total,65 or over,2408.0,2101.0
2012,Romania,Males,18 to 54,2388.0,2067.0
2012,Romania,Males,18 to 59,2431.0,2109.0
2012,Romania,Males,18 to 64,2451.0,2149.0
2012,Romania,Males,18 or over,2484.0,2198.0
2012,Romania,Males,20 to 64,2473.0,2176.0
2012,Romania,Males,25 to 54,2460.0,2144.0
2012,Romania,Males,25 to 59,2501.0,2189.0
2012,Romania,Males,55 to 64,2713.0,2494.0
2012,Romania,Males,55 or over,2679.0,2427.0
2012,Romania,Males,60 or over,2648.0,2400.0
2012,Romania,Males,65 or over,2646.0,2381.0
2012,Romania,Females,18 to 54,2407.0,2089.0
2012,Romania,Females,18 to 59,2438.0,2118.0
2012,Romania,Females,18 to 64,2463.0,2158.0
2012,Romania,Females,18 or over,2414.0,2093.0
2012,Romania,Females,20 to 64,2489.0,2184.0
2012,Romania,Females,25 to 54,2471.0,2147.0
2012,Romania,Females,25 to 59,2498.0,2196.0
2012,Romania,Females,55 to 64,2662.0,2420.0
2012,Romania,Females,55 or over,2424.0,2116.0
2012,Romania,Females,60 or over,2360.0,2042.0
2012,Romania,Females,65 or over,2248.0,1970.0
2012,Slovenia,Total,18 to 54,13465.0,12753.0
2012,Slovenia,Total,18 to 59,13475.0,12675.0
2012,Slovenia,Total,18 to 64,13437.0,12579.0
2012,Slovenia,Total,18 or over,13165.0,12259.0
2012,Slovenia,Total,20 to 64,13480.0,12623.0
2012,Slovenia,Total,25 to 54,13580.0,12887.0
2012,Slovenia,Total,25 to 59,13575.0,12763.0
2012,Slovenia,Total,55 to 64,13335.0,11927.0
2012,Slovenia,Total,55 or over,12640.0,11290.0
2012,Slovenia,Total,60 or over,12311.0,11016.0
2012,Slovenia,Total,65 or over,12010.0,10792.0
2012,Slovenia,Males,18 to 54,13392.0,12782.0
2012,Slovenia,Males,18 to 59,13435.0,12707.0
2012,Slovenia,Males,18 to 64,13424.0,12640.0
2012,Slovenia,Males,18 or over,13373.0,12538.0
2012,Slovenia,Males,20 to 64,13466.0,12674.0
2012,Slovenia,Males,25 to 54,13493.0,12866.0
2012,Slovenia,Males,25 to 59,13529.0,12784.0
2012,Slovenia,Males,55 to 64,13547.0,12123.0
2012,Slovenia,Males,55 or over,13336.0,12017.0
2012,Slovenia,Males,60 or over,13170.0,11864.0
2012,Slovenia,Males,65 or over,13105.0,11863.0
2012,Slovenia,Females,18 to 54,13541.0,12713.0
2012,Slovenia,Females,18 to 59,13517.0,12626.0
2012,Slovenia,Females,18 to 64,13451.0,12520.0
2012,Slovenia,Females,18 or over,12968.0,11973.0
2012,Slovenia,Females,20 to 64,13494.0,12565.0
2012,Slovenia,Females,25 to 54,13669.0,12900.0
2012,Slovenia,Females,25 to 59,13622.0,12753.0
2012,Slovenia,Females,55 to 64,13131.0,11736.0
2012,Slovenia,Females,55 or over,12077.0,10792.0
2012,Slovenia,Females,60 or over,11672.0,10375.0
2012,Slovenia,Females,65 or over,11258.0,10080.0
2012,Slovakia,Total,18 to 54,7981.0,7481.0
2012,Slovakia,Total,18 to 59,8025.0,7553.0
2012,Slovakia,Total,18 to 64,7985.0,7451.0
2012,Slovakia,Total,18 or over,7723.0,7054.0
2012,Slovakia,Total,20 to 64,8053.0,7555.0
2012,Slovakia,Total,25 to 54,8161.0,7668.0
2012,Slovakia,Total,25 to 59,8190.0,7693.0
2012,Slovakia,Total,55 to 64,8002.0,7314.0
2012,Slovakia,Total,55 or over,7194.0,6364.0
2012,Slovakia,Total,60 or over,6767.0,6109.0
2012,Slovakia,Total,65 or over,6372.0,5825.0
2012,Slovakia,Males,18 to 54,8043.0,7614.0
2012,Slovakia,Males,18 to 59,8098.0,7668.0
2012,Slovakia,Males,18 to 64,8088.0,7639.0
2012,Slovakia,Males,18 or over,7904.0,7268.0
2012,Slovakia,Males,20 to 64,8157.0,7702.0
2012,Slovakia,Males,25 to 54,8228.0,7781.0
2012,Slovakia,Males,25 to 59,8275.0,7825.0
2012,Slovakia,Males,55 to 64,8307.0,7812.0
2012,Slovakia,Males,55 or over,7549.0,6677.0
2012,Slovakia,Males,60 or over,7122.0,6347.0
2012,Slovakia,Males,65 or over,6667.0,6008.0
2012,Slovakia,Females,18 to 54,7917.0,7349.0
2012,Slovakia,Females,18 to 59,7951.0,7380.0
2012,Slovakia,Females,18 to 64,7884.0,7263.0
2012,Slovakia,Females,18 or over,7557.0,6864.0
2012,Slovakia,Females,20 to 64,7953.0,7348.0
2012,Slovakia,Females,25 to 54,8095.0,7530.0
2012,Slovakia,Females,25 to 59,8108.0,7558.0
2012,Slovakia,Females,55 to 64,7767.0,7058.0
2012,Slovakia,Females,55 or over,6948.0,6221.0
2012,Slovakia,Females,60 or over,6535.0,5945.0
2012,Slovakia,Females,65 or over,6191.0,5690.0
2012,Finland,Total,18 to 54,26110.0,24219.0
2012,Finland,Total,18 to 59,26565.0,24556.0
2012,Finland,Total,18 to 64,26647.0,24515.0
2012,Finland,Total,18 or over,25483.0,22938.0
2012,Finland,Total,20 to 64,26702.0,24556.0
2012,Finland,Total,25 to 54,27156.0,25233.0
2012,Finland,Total,25 to 59,27528.0,25444.0
2012,Finland,Total,55 to 64,28350.0,25355.0
2012,Finland,Total,55 or over,24599.0,20799.0
2012,Finland,Total,60 or over,23227.0,19699.0
2012,Finland,Total,65 or over,21589.0,18469.0
2012,Finland,Males,18 to 54,26127.0,24340.0
2012,Finland,Males,18 to 59,26507.0,24640.0
2012,Finland,Males,18 to 64,26605.0,24617.0
2012,Finland,Males,18 or over,26027.0,23577.0
2012,Finland,Males,20 to 64,26647.0,24697.0
2012,Finland,Males,25 to 54,27113.0,25342.0
2012,Finland,Males,25 to 59,27412.0,25549.0
2012,Finland,Males,55 to 64,28176.0,25611.0
2012,Finland,Males,55 or over,25870.0,22218.0
2012,Finland,Males,60 or over,24881.0,21288.0
2012,Finland,Males,65 or over,23725.0,20099.0
2012,Finland,Females,18 to 54,26092.0,24091.0
2012,Finland,Females,18 to 59,26625.0,24464.0
2012,Finland,Females,18 to 64,26690.0,24350.0
2012,Finland,Females,18 or over,24971.0,22257.0
2012,Finland,Females,20 to 64,26757.0,24383.0
2012,Finland,Females,25 to 54,27199.0,25106.0
2012,Finland,Females,25 to 59,27646.0,25335.0
2012,Finland,Females,55 to 64,28518.0,25232.0
2012,Finland,Females,55 or over,23548.0,19856.0
2012,Finland,Females,60 or over,21917.0,18565.0
2012,Finland,Females,65 or over,20024.0,17235.0
2012,Sweden,Total,18 to 54,26199.0,25397.0
2012,Sweden,Total,18 to 59,26895.0,25979.0
2012,Sweden,Total,18 to 64,27408.0,26407.0
2012,Sweden,Total,18 or over,26285.0,24547.0
2012,Sweden,Total,20 to 64,27646.0,26550.0
2012,Sweden,Total,25 to 54,27223.0,26254.0
2012,Sweden,Total,25 to 59,27924.0,26717.0
2012,Sweden,Total,55 to 64,31897.0,30607.0
2012,Sweden,Total,55 or over,26410.0,22886.0
2012,Sweden,Total,60 or over,25071.0,21237.0
2012,Sweden,Total,65 or over,22888.0,19356.0
2012,Sweden,Males,18 to 54,26123.0,25497.0
2012,Sweden,Males,18 to 59,26877.0,26159.0
2012,Sweden,Males,18 to 64,27476.0,26536.0
2012,Sweden,Males,18 or over,26943.0,25388.0
2012,Sweden,Males,20 to 64,27684.0,26666.0
2012,Sweden,Males,25 to 54,27032.0,26274.0
2012,Sweden,Males,25 to 59,27824.0,26875.0
2012,Sweden,Males,55 to 64,32592.0,31132.0
2012,Sweden,Males,55 or over,28245.0,24985.0
2012,Sweden,Males,60 or over,27091.0,23186.0
2012,Sweden,Males,65 or over,25104.0,21201.0
2012,Sweden,Females,18 to 54,26279.0,25248.0
2012,Sweden,Females,18 to 59,26914.0,25839.0
2012,Sweden,Females,18 to 64,27338.0,26210.0
2012,Sweden,Females,18 or over,25643.0,23732.0
2012,Sweden,Females,20 to 64,27608.0,26441.0
2012,Sweden,Females,25 to 54,27420.0,26203.0
2012,Sweden,Females,25 to 59,28027.0,26613.0
2012,Sweden,Females,55 to 64,31194.0,30050.0
2012,Sweden,Females,55 or over,24795.0,21082.0
2012,Sweden,Females,60 or over,23354.0,19597.0
2012,Sweden,Females,65 or over,21101.0,17933.0
2012,Iceland,Total,18 to 54,21901.0,20301.0
2012,Iceland,Total,18 to 59,22319.0,20691.0
2012,Iceland,Total,18 to 64,22609.0,20958.0
2012,Iceland,Total,18 or over,22406.0,20301.0
2012,Iceland,Total,20 to 64,22628.0,20958.0
2012,Iceland,Total,25 to 54,22090.0,20337.0
2012,Iceland,Total,25 to 59,22577.0,20811.0
2012,Iceland,Total,55 to 64,25559.0,23894.0
2012,Iceland,Total,55 or over,23394.0,20430.0
2012,Iceland,Total,60 or over,22663.0,19094.0
2012,Iceland,Total,65 or over,21477.0,17815.0
2012,Iceland,Males,18 to 54,22084.0,20469.0
2012,Iceland,Males,18 to 59,22454.0,20837.0
2012,Iceland,Males,18 to 64,22730.0,21067.0
2012,Iceland,Males,18 or over,22786.0,20706.0
2012,Iceland,Males,20 to 64,22713.0,21067.0
2012,Iceland,Males,25 to 54,22179.0,20600.0
2012,Iceland,Males,25 to 59,22624.0,20974.0
2012,Iceland,Males,55 to 64,25402.0,23974.0
2012,Iceland,Males,55 or over,24181.0,21116.0
2012,Iceland,Males,60 or over,23805.0,20101.0
2012,Iceland,Males,65 or over,23052.0,18730.0
2012,Iceland,Females,18 to 54,21720.0,20008.0
2012,Iceland,Females,18 to 59,22185.0,20540.0
2012,Iceland,Females,18 to 64,22489.0,20772.0
2012,Iceland,Females,18 or over,22034.0,19887.0
2012,Iceland,Females,20 to 64,22544.0,20784.0
2012,Iceland,Females,25 to 54,22004.0,20128.0
2012,Iceland,Females,25 to 59,22531.0,20717.0
2012,Iceland,Females,55 to 64,25715.0,23853.0
2012,Iceland,Females,55 or over,22640.0,19701.0
2012,Iceland,Females,60 or over,21600.0,18132.0
2012,Iceland,Females,65 or over,20025.0,16997.0
2012,Norway,Total,18 to 54,42632.0,40651.0
2012,Norway,Total,18 to 59,43710.0,41455.0
2012,Norway,Total,18 to 64,44351.0,42093.0
2012,Norway,Total,18 or over,43493.0,40954.0
2012,Norway,Total,20 to 64,44739.0,42398.0
2012,Norway,Total,25 to 54,44503.0,41926.0
2012,Norway,Total,25 to 59,45521.0,42740.0
2012,Norway,Total,55 to 64,50661.0,47549.0
2012,Norway,Total,55 or over,44904.0,41577.0
2012,Norway,Total,60 or over,42983.0,39812.0
2012,Norway,Total,65 or over,40265.0,37204.0
2012,Norway,Males,18 to 54,42879.0,40808.0
2012,Norway,Males,18 to 59,43878.0,41585.0
2012,Norway,Males,18 to 64,44727.0,42407.0
2012,Norway,Males,18 or over,44364.0,41773.0
2012,Norway,Males,20 to 64,45117.0,42707.0
2012,Norway,Males,25 to 54,44701.0,42128.0
2012,Norway,Males,25 to 59,45643.0,42880.0
2012,Norway,Males,55 to 64,51619.0,48663.0
2012,Norway,Males,55 or over,46985.0,43633.0
2012,Norway,Males,60 or over,45620.0,42359.0
2012,Norway,Males,65 or over,42824.0,39268.0
2012,Norway,Females,18 to 54,42378.0,40540.0
2012,Norway,Females,18 to 59,43536.0,41344.0
2012,Norway,Females,18 to 64,43964.0,41772.0
2012,Norway,Females,18 or over,42641.0,40314.0
2012,Norway,Females,20 to 64,44351.0,42093.0
2012,Norway,Females,25 to 54,44301.0,41752.0
2012,Norway,Females,25 to 59,45398.0,42554.0
2012,Norway,Females,55 to 64,49701.0,46617.0
2012,Norway,Females,55 or over,43043.0,39976.0
2012,Norway,Females,60 or over,40702.0,37858.0
2012,Norway,Females,65 or over,38177.0,35139.0
2012,Switzerland,Total,18 to 54,48277.0,44071.0
2012,Switzerland,Total,18 to 59,49052.0,44773.0
2012,Switzerland,Total,18 to 64,48969.0,44458.0
2012,Switzerland,Total,18 or over,46166.0,41604.0
2012,Switzerland,Total,20 to 64,49245.0,44773.0
2012,Switzerland,Total,25 to 54,49281.0,45017.0
2012,Switzerland,Total,25 to 59,50058.0,45718.0
2012,Switzerland,Total,55 to 64,51491.0,45996.0
2012,Switzerland,Total,55 or over,42992.0,37174.0
2012,Switzerland,Total,60 or over,39907.0,34394.0
2012,Switzerland,Total,65 or over,37018.0,32151.0
2012,Switzerland,Males,18 to 54,49584.0,45033.0
2012,Switzerland,Males,18 to 59,50296.0,45900.0
2012,Switzerland,Males,18 to 64,50394.0,45732.0
2012,Switzerland,Males,18 or over,48303.0,43326.0
2012,Switzerland,Males,20 to 64,50711.0,46088.0
2012,Switzerland,Males,25 to 54,50850.0,46439.0
2012,Switzerland,Males,25 to 59,51507.0,46958.0
2012,Switzerland,Males,55 to 64,53330.0,47560.0
