time,geo,sex,age,value_mean,value_median
2020,Spain,Total,18 to 54,18875.0,17166.0
2020,Spain,Total,18 to 59,19092.0,17241.0
2020,Spain,Total,18 to 64,19402.0,17395.0
2020,Spain,Total,18 or over,19205.0,17125.0
2020,Spain,Total,20 to 64,19523.0,17522.0
2020,Spain,Total,25 to 54,19208.0,17485.0
2020,Spain,Total,25 to 59,19404.0,17588.0
2020,Spain,Total,55 to 64,21196.0,18745.0
2020,Spain,Total,55 or over,19663.0,17066.0
2020,Spain,Total,60 or over,19438.0,16867.0
2020,Spain,Total,65 or over,18612.0,16298.0
2020,Spain,Males,18 to 54,19192.0,17436.0
2020,Spain,Males,18 to 59,19256.0,17434.0
2020,Spain,Males,18 to 64,19587.0,17546.0
2020,Spain,Males,18 or over,19565.0,17483.0
2020,Spain,Males,20 to 64,19721.0,17673.0
2020,Spain,Males,25 to 54,19601.0,17753.0
2020,Spain,Males,25 to 59,19612.0,17693.0
2020,Spain,Males,55 to 64,20971.0,18512.0
2020,Spain,Males,55 or over,20132.0,17543.0
2020,Spain,Males,60 or over,20273.0,17647.0
2020,Spain,Males,65 or over,19488.0,17016.0
2020,Spain,Females,18 to 54,18549.0,16854.0
2020,Spain,Females,18 to 59,18924.0,17097.0
2020,Spain,Females,18 to 64,19214.0,17216.0
2020,Spain,Females,18 or over,18864.0,16800.0
2020,Spain,Females,20 to 64,19323.0,17309.0
2020,Spain,Females,25 to 54,18808.0,17156.0
2020,Spain,Females,25 to 59,19193.0,17375.0
2020,Spain,Females,55 to 64,21414.0,19009.0
2020,Spain,Females,55 or over,19263.0,16766.0
2020,Spain,Females,60 or over,18753.0,16232.0
2020,Spain,Females,65 or over,17925.0,15787.0
2020,France,Total,18 to 54,25881.0,22896.0
2020,France,Total,18 to 59,26241.0,23188.0
2020,France,Total,18 to 64,26440.0,23216.0
2020,France,Total,18 or over,25911.0,22705.0
2020,France,Total,20 to 64,26649.0,23406.0
2020,France,Total,25 to 54,26787.0,23579.0
2020,France,Total,25 to 59,27076.0,23745.0
2020,France,Total,55 to 64,28261.0,24401.0
2020,France,Total,55 or over,25949.0,22419.0
2020,France,Total,60 or over,25333.0,21955.0
2020,France,Total,65 or over,24515.0,21547.0
2020,France,Males,18 to 54,26185.0,23197.0
2020,France,Males,18 to 59,26638.0,23517.0
2020,France,Males,18 to 64,26862.0,23581.0
2020,France,Males,18 or over,26525.0,23198.0
2020,France,Males,20 to 64,27058.0,23734.0
2020,France,Males,25 to 54,27229.0,23928.0
2020,France,Males,25 to 59,27617.0,24250.0
2020,France,Males,55 to 64,29161.0,25260.0
2020,France,Males,55 or over,26993.0,23215.0
2020,France,Males,60 or over,26304.0,22662.0
2020,France,Males,65 or over,25510.0,22302.0
2020,France,Females,18 to 54,25578.0,22558.0
2020,France,Females,18 to 59,25850.0,22810.0
2020,France,Females,18 to 64,26026.0,22839.0
2020,France,Females,18 or over,25349.0,22189.0
2020,France,Females,20 to 64,26248.0,22963.0
2020,France,Females,25 to 54,26358.0,23224.0
2020,France,Females,25 to 59,26554.0,23383.0
2020,France,Females,55 to 64,27433.0,23581.0
2020,France,Females,55 or over,25089.0,21734.0
2020,France,Females,60 or over,24550.0,21407.0
2020,France,Females,65 or over,23750.0,21016.0
2020,Croatia,Total,18 to 54,9426.0,8743.0
2020,Croatia,Total,18 to 59,9364.0,8725.0
2020,Croatia,Total,18 to 64,9218.0,8574.0
2020,Croatia,Total,18 or over,8654.0,7920.0
2020,Croatia,Total,20 to 64,9256.0,8645.0
2020,Croatia,Total,25 to 54,9551.0,8868.0
2020,Croatia,Total,25 to 59,9459.0,8826.0
2020,Croatia,Total,55 to 64,8531.0,7904.0
2020,Croatia,Total,55 or over,7598.0,6898.0
2020,Croatia,Total,60 or over,7250.0,6556.0
2020,Croatia,Total,65 or over,6941.0,6309.0
2020,Croatia,Males,18 to 54,9411.0,8745.0
2020,Croatia,Males,18 to 59,9409.0,8762.0
2020,Croatia,Males,18 to 64,9293.0,8649.0
2020,Croatia,Males,18 or over,8878.0,8137.0
2020,Croatia,Males,20 to 64,9334.0,8711.0
2020,Croatia,Males,25 to 54,9489.0,8840.0
2020,Croatia,Males,25 to 59,9475.0,8841.0
2020,Croatia,Males,55 to 64,8885.0,8207.0
2020,Croatia,Males,55 or over,8041.0,7334.0
2020,Croatia,Males,60 or over,7643.0,6963.0
2020,Croatia,Males,65 or over,7348.0,6755.0
2020,Croatia,Females,18 to 54,9443.0,8739.0
2020,Croatia,Females,18 to 59,9318.0,8685.0
2020,Croatia,Females,18 to 64,9143.0,8494.0
2020,Croatia,Females,18 or over,8447.0,7715.0
2020,Croatia,Females,20 to 64,9177.0,8556.0
2020,Croatia,Females,25 to 54,9616.0,8910.0
2020,Croatia,Females,25 to 59,9443.0,8798.0
2020,Croatia,Females,55 to 64,8202.0,7549.0
2020,Croatia,Females,55 or over,7248.0,6552.0
2020,Croatia,Females,60 or over,6955.0,6255.0
2020,Croatia,Females,65 or over,6655.0,5953.0
2020,Italy,Total,18 to 54,20475.0,18707.0
2020,Italy,Total,18 to 59,20802.0,18967.0
2020,Italy,Total,18 to 64,21305.0,19180.0
2020,Italy,Total,18 or over,21371.0,18858.0
2020,Italy,Total,20 to 64,21460.0,19344.0
2020,Italy,Total,25 to 54,20864.0,19225.0
2020,Italy,Total,25 to 59,21174.0,19392.0
2020,Italy,Total,55 to 64,23848.0,20594.0
2020,Italy,Total,55 or over,22386.0,19010.0
2020,Italy,Total,60 or over,22313.0,18717.0
2020,Italy,Total,65 or over,21528.0,18187.0
2020,Italy,Males,18 to 54,20876.0,19248.0
2020,Italy,Males,18 to 59,21076.0,19394.0
2020,Italy,Males,18 to 64,21533.0,19526.0
2020,Italy,Males,18 or over,21916.0,19425.0
2020,Italy,Males,20 to 64,21680.0,19684.0
2020,Italy,Males,25 to 54,21323.0,19654.0
2020,Italy,Males,25 to 59,21481.0,19734.0
2020,Italy,Males,55 to 64,23630.0,20598.0
2020,Italy,Males,55 or over,23224.0,19709.0
2020,Italy,Males,60 or over,23478.0,19473.0
2020,Italy,Males,65 or over,22959.0,19157.0
2020,Italy,Females,18 to 54,20065.0,18303.0
2020,Italy,Females,18 to 59,20524.0,18520.0
2020,Italy,Females,18 to 64,21076.0,18786.0
2020,Italy,Females,18 or over,20864.0,18377.0
2020,Italy,Females,20 to 64,21241.0,19000.0
2020,Italy,Females,25 to 54,20403.0,18700.0
2020,Italy,Females,25 to 59,20868.0,18994.0
2020,Italy,Females,55 to 64,24055.0,20590.0
2020,Italy,Females,55 or over,21685.0,18473.0
2020,Italy,Females,60 or over,21369.0,18153.0
2020,Italy,Females,65 or over,20415.0,17424.0
2020,Cyprus,Total,18 to 54,20469.0,18061.0
2020,Cyprus,Total,18 to 59,20735.0,18159.0
2020,Cyprus,Total,18 to 64,21054.0,18240.0
2020,Cyprus,Total,18 or over,20265.0,17523.0
2020,Cyprus,Total,20 to 64,21195.0,18305.0
2020,Cyprus,Total,25 to 54,20947.0,18305.0
2020,Cyprus,Total,25 to 59,21204.0,18462.0
2020,Cyprus,Total,55 to 64,23456.0,19490.0
2020,Cyprus,Total,55 or over,19910.0,16212.0
2020,Cyprus,Total,60 or over,19078.0,15036.0
2020,Cyprus,Total,65 or over,17295.0,13432.0
2020,Cyprus,Males,18 to 54,20537.0,18159.0
2020,Cyprus,Males,18 to 59,20731.0,18234.0
2020,Cyprus,Males,18 to 64,21169.0,18462.0
2020,Cyprus,Males,18 or over,20650.0,17808.0
2020,Cyprus,Males,20 to 64,21311.0,18549.0
2020,Cyprus,Males,25 to 54,20979.0,18475.0
2020,Cyprus,Males,25 to 59,21154.0,18599.0
2020,Cyprus,Males,55 to 64,23744.0,20273.0
2020,Cyprus,Males,55 or over,20855.0,17084.0
2020,Cyprus,Males,60 or over,20438.0,16363.0
2020,Cyprus,Males,65 or over,18555.0,14537.0
2020,Cyprus,Females,18 to 54,20401.0,17983.0
2020,Cyprus,Females,18 to 59,20738.0,18061.0
2020,Cyprus,Females,18 to 64,20938.0,18098.0
2020,Cyprus,Females,18 or over,19890.0,17161.0
2020,Cyprus,Females,20 to 64,21079.0,18184.0
2020,Cyprus,Females,25 to 54,20915.0,18211.0
2020,Cyprus,Females,25 to 59,21254.0,18237.0
2020,Cyprus,Females,55 to 64,23165.0,18748.0
2020,Cyprus,Females,55 or over,19031.0,15172.0
2020,Cyprus,Females,60 or over,17834.0,13990.0
2020,Cyprus,Females,65 or over,16195.0,12663.0
2020,Latvia,Total,18 to 54,11566.0,10133.0
2020,Latvia,Total,18 to 59,11412.0,9920.0
2020,Latvia,Total,18 to 64,11238.0,9788.0
2020,Latvia,Total,18 or over,10438.0,8906.0
2020,Latvia,Total,20 to 64,11322.0,9876.0
2020,Latvia,Total,25 to 54,11764.0,10351.0
2020,Latvia,Total,25 to 59,11562.0,10168.0
2020,Latvia,Total,55 to 64,10037.0,8505.0
2020,Latvia,Total,55 or over,8683.0,6812.0
2020,Latvia,Total,60 or over,8209.0,6332.0
2020,Latvia,Total,65 or over,7683.0,5981.0
2020,Latvia,Males,18 to 54,11533.0,10144.0
2020,Latvia,Males,18 to 59,11372.0,9929.0
2020,Latvia,Males,18 to 64,11265.0,9848.0
2020,Latvia,Males,18 or over,10793.0,9324.0
2020,Latvia,Males,20 to 64,11382.0,9958.0
2020,Latvia,Males,25 to 54,11732.0,10433.0
2020,Latvia,Males,25 to 59,11519.0,10175.0
2020,Latvia,Males,55 to 64,10102.0,8491.0
2020,Latvia,Males,55 or over,9211.0,7184.0
2020,Latvia,Males,60 or over,8901.0,6899.0
2020,Latvia,Males,65 or over,8348.0,6380.0
2020,Latvia,Females,18 to 54,11598.0,10110.0
2020,Latvia,Females,18 to 59,11450.0,9920.0
2020,Latvia,Females,18 to 64,11213.0,9733.0
2020,Latvia,Females,18 or over,10153.0,8571.0
2020,Latvia,Females,20 to 64,11268.0,9800.0
2020,Latvia,Females,25 to 54,11794.0,10248.0
2020,Latvia,Females,25 to 59,11601.0,10133.0
2020,Latvia,Females,55 to 64,9991.0,8514.0
2020,Latvia,Females,55 or over,8381.0,6542.0
2020,Latvia,Females,60 or over,7847.0,6069.0
2020,Latvia,Females,65 or over,7369.0,5785.0
2020,Lithuania,Total,18 to 54,11623.0,9671.0
2020,Lithuania,Total,18 to 59,11565.0,9650.0
2020,Lithuania,Total,18 to 64,11410.0,9546.0
2020,Lithuania,Total,18 or over,10498.0,8637.0
2020,Lithuania,Total,20 to 64,11478.0,9602.0
2020,Lithuania,Total,25 to 54,11872.0,9860.0
2020,Lithuania,Total,25 to 59,11765.0,9818.0
2020,Lithuania,Total,55 to 64,10725.0,9287.0
2020,Lithuania,Total,55 or over,8966.0,7147.0
2020,Lithuania,Total,60 or over,8317.0,6542.0
2020,Lithuania,Total,65 or over,7677.0,6102.0
2020,Lithuania,Males,18 to 54,11841.0,9729.0
2020,Lithuania,Males,18 to 59,11843.0,9722.0
2020,Lithuania,Males,18 to 64,11720.0,9679.0
2020,Lithuania,Males,18 or over,11186.0,9156.0
2020,Lithuania,Males,20 to 64,11833.0,9752.0
2020,Lithuania,Males,25 to 54,12071.0,10039.0
2020,Lithuania,Males,25 to 59,12038.0,9933.0
2020,Lithuania,Males,55 to 64,11267.0,9576.0
2020,Lithuania,Males,55 or over,10002.0,8061.0
2020,Lithuania,Males,60 or over,9324.0,7421.0
2020,Lithuania,Males,65 or over,8803.0,6768.0
2020,Lithuania,Females,18 to 54,11395.0,9633.0
2020,Lithuania,Females,18 to 59,11284.0,9579.0
2020,Lithuania,Females,18 to 64,11107.0,9463.0
2020,Lithuania,Females,18 or over,9918.0,8277.0
2020,Lithuania,Females,20 to 64,11135.0,9463.0
2020,Lithuania,Females,25 to 54,11666.0,9715.0
2020,Lithuania,Females,25 to 59,11490.0,9651.0
2020,Lithuania,Females,55 to 64,10295.0,8762.0
2020,Lithuania,Females,55 or over,8320.0,6645.0
2020,Lithuania,Females,60 or over,7744.0,6100.0
2020,Lithuania,Females,65 or over,7092.0,5686.0
2020,Luxembourg,Total,18 to 54,44778.0,39394.0
2020,Luxembourg,Total,18 to 59,44945.0,39500.0
2020,Luxembourg,Total,18 to 64,45561.0,40244.0
2020,Luxembourg,Total,18 or over,47442.0,42004.0
2020,Luxembourg,Total,20 to 64,46033.0,41032.0
2020,Luxembourg,Total,25 to 54,47474.0,41204.0
2020,Luxembourg,Total,25 to 59,47289.0,41204.0
2020,Luxembourg,Total,55 to 64,48538.0,43373.0
2020,Luxembourg,Total,55 or over,51748.0,47042.0
2020,Luxembourg,Total,60 or over,53260.0,48525.0
2020,Luxembourg,Total,65 or over,54124.0,49148.0
2020,Luxembourg,Males,18 to 54,45844.0,40592.0
2020,Luxembourg,Males,18 to 59,45629.0,40244.0
2020,Luxembourg,Males,18 to 64,46232.0,41192.0
2020,Luxembourg,Males,18 or over,48385.0,42684.0
2020,Luxembourg,Males,20 to 64,46828.0,41666.0
2020,Luxembourg,Males,25 to 54,49294.0,42603.0
2020,Luxembourg,Males,25 to 59,48546.0,42375.0
2020,Luxembourg,Males,55 to 64,47856.0,42617.0
2020,Luxembourg,Males,55 or over,52779.0,48706.0
2020,Luxembourg,Males,60 or over,55233.0,50188.0
2020,Luxembourg,Males,65 or over,56254.0,51841.0
2020,Luxembourg,Females,18 to 54,43702.0,38962.0
2020,Luxembourg,Females,18 to 59,44262.0,39093.0
2020,Luxembourg,Females,18 to 64,44908.0,39787.0
2020,Luxembourg,Females,18 or over,46534.0,41327.0
2020,Luxembourg,Females,20 to 64,45256.0,40244.0
2020,Luxembourg,Females,25 to 54,45641.0,40082.0
2020,Luxembourg,Females,25 to 59,46041.0,40183.0
2020,Luxembourg,Females,55 to 64,49114.0,43529.0
2020,Luxembourg,Females,55 or over,50833.0,46198.0
2020,Luxembourg,Females,60 or over,51521.0,47042.0
2020,Luxembourg,Females,65 or over,52161.0,47406.0
2020,Hungary,Total,18 to 54,7588.0,6973.0
2020,Hungary,Total,18 to 59,7608.0,7007.0
2020,Hungary,Total,18 to 64,7598.0,6957.0
2020,Hungary,Total,18 or over,7413.0,6602.0
2020,Hungary,Total,20 to 64,7599.0,7007.0
2020,Hungary,Total,25 to 54,7645.0,7128.0
2020,Hungary,Total,25 to 59,7659.0,7142.0
2020,Hungary,Total,55 to 64,7627.0,6897.0
2020,Hungary,Total,55 or over,7169.0,6261.0
2020,Hungary,Total,60 or over,7010.0,6081.0
2020,Hungary,Total,65 or over,6790.0,5879.0
2020,Hungary,Males,18 to 54,7755.0,7138.0
2020,Hungary,Males,18 to 59,7665.0,7135.0
2020,Hungary,Males,18 to 64,7720.0,7160.0
2020,Hungary,Males,18 or over,7624.0,6900.0
2020,Hungary,Males,20 to 64,7698.0,7207.0
2020,Hungary,Males,25 to 54,7730.0,7208.0
2020,Hungary,Males,25 to 59,7628.0,7179.0
2020,Hungary,Males,55 to 64,7607.0,7255.0
2020,Hungary,Males,55 or over,7409.0,6546.0
2020,Hungary,Males,60 or over,7517.0,6449.0
2020,Hungary,Males,65 or over,7207.0,6177.0
2020,Hungary,Females,18 to 54,7420.0,6890.0
2020,Hungary,Females,18 to 59,7549.0,6908.0
2020,Hungary,Females,18 to 64,7478.0,6819.0
2020,Hungary,Females,18 or over,7226.0,6409.0
2020,Hungary,Females,20 to 64,7503.0,6862.0
2020,Hungary,Females,25 to 54,7562.0,7007.0
2020,Hungary,Females,25 to 59,7690.0,7097.0
2020,Hungary,Females,55 to 64,7644.0,6580.0
2020,Hungary,Females,55 or over,6991.0,6035.0
2020,Hungary,Females,60 or over,6672.0,5822.0
2020,Hungary,Females,65 or over,6529.0,5626.0
2020,Malta,Total,18 to 54,20603.0,17809.0
2020,Malta,Total,18 to 59,20537.0,17788.0
2020,Malta,Total,18 to 64,20363.0,17575.0
2020,Malta,Total,18 or over,19178.0,16515.0
2020,Malta,Total,20 to 64,20446.0,17616.0
2020,Malta,Total,25 to 54,20872.0,18061.0
2020,Malta,Total,25 to 59,20763.0,17978.0
2020,Malta,Total,55 to 64,19348.0,16348.0
2020,Malta,Total,55 or over,16721.0,14292.0
2020,Malta,Total,60 or over,15904.0,13647.0
2020,Malta,Total,65 or over,14918.0,13169.0
2020,Malta,Males,18 to 54,20578.0,17868.0
2020,Malta,Males,18 to 59,20577.0,17819.0
2020,Malta,Males,18 to 64,20433.0,17711.0
2020,Malta,Males,18 or over,19467.0,16810.0
2020,Malta,Males,20 to 64,20514.0,17726.0
2020,Malta,Males,25 to 54,20949.0,18199.0
2020,Malta,Males,25 to 59,20904.0,18150.0
2020,Malta,Males,55 to 64,19792.0,16704.0
2020,Malta,Males,55 or over,17351.0,14633.0
2020,Malta,Males,60 or over,16471.0,13927.0
2020,Malta,Males,65 or over,15510.0,13429.0
2020,Malta,Females,18 to 54,20632.0,17747.0
2020,Malta,Females,18 to 59,20491.0,17642.0
2020,Malta,Females,18 to 64,20284.0,17380.0
2020,Malta,Females,18 or over,18870.0,16159.0
2020,Malta,Females,20 to 64,20368.0,17436.0
2020,Malta,Females,25 to 54,20784.0,17927.0
2020,Malta,Females,25 to 59,20601.0,17788.0
2020,Malta,Females,55 to 64,18884.0,15901.0
2020,Malta,Females,55 or over,16132.0,14003.0
2020,Malta,Females,60 or over,15391.0,13330.0
2020,Malta,Females,65 or over,14404.0,12698.0
2020,Netherlands,Total,18 to 54,30449.0,27612.0
2020,Netherlands,Total,18 to 59,31036.0,27810.0
2020,Netherlands,Total,18 to 64,31202.0,27817.0
2020,Netherlands,Total,18 or over,29564.0,26133.0
2020,Netherlands,Total,20 to 64,31283.0,27923.0
2020,Netherlands,Total,25 to 54,31479.0,28451.0
2020,Netherlands,Total,25 to 59,32012.0,28606.0
2020,Netherlands,Total,55 to 64,33702.0,29002.0
2020,Netherlands,Total,55 or over,28340.0,23838.0
2020,Netherlands,Total,60 or over,26540.0,22573.0
2020,Netherlands,Total,65 or over,24511.0,21585.0
2020,Netherlands,Males,18 to 54,30795.0,27966.0
2020,Netherlands,Males,18 to 59,31602.0,28353.0
2020,Netherlands,Males,18 to 64,31909.0,28461.0
2020,Netherlands,Males,18 or over,30425.0,26969.0
2020,Netherlands,Males,20 to 64,31934.0,28614.0
2020,Netherlands,Males,25 to 54,31522.0,28786.0
2020,Netherlands,Males,25 to 59,32370.0,29113.0
2020,Netherlands,Males,55 to 64,35626.0,30320.0
2020,Netherlands,Males,55 or over,29890.0,25267.0
2020,Netherlands,Males,60 or over,27867.0,23803.0
2020,Netherlands,Males,65 or over,25494.0,22370.0
2020,Netherlands,Females,18 to 54,30098.0,27165.0
2020,Netherlands,Females,18 to 59,30462.0,27328.0
2020,Netherlands,Females,18 to 64,30486.0,27233.0
2020,Netherlands,Females,18 or over,28722.0,25267.0
2020,Netherlands,Females,20 to 64,30626.0,27306.0
2020,Netherlands,Females,25 to 54,31436.0,27992.0
2020,Netherlands,Females,25 to 59,31651.0,28118.0
2020,Netherlands,Females,55 to 64,31769.0,27501.0
2020,Netherlands,Females,55 or over,26901.0,22603.0
2020,Netherlands,Females,60 or over,25337.0,21671.0
2020,Netherlands,Females,65 or over,23649.0,21045.0
2020,Austria,Total,18 to 54,31731.0,29275.0
2020,Austria,Total,18 to 59,32293.0,29706.0
2020,Austria,Total,18 to 64,32472.0,29584.0
2020,Austria,Total,18 or over,31645.0,28527.0
2020,Austria,Total,20 to 64,32597.0,29669.0
2020,Austria,Total,25 to 54,31915.0,29321.0
2020,Austria,Total,25 to 59,32532.0,29887.0
2020,Austria,Total,55 to 64,34563.0,30430.0
2020,Austria,Total,55 or over,31536.0,27899.0
2020,Austria,Total,60 or over,30385.0,26944.0
2020,Austria,Total,65 or over,29056.0,26192.0
2020,Austria,Males,18 to 54,31997.0,29629.0
2020,Austria,Males,18 to 59,32724.0,30175.0
2020,Austria,Males,18 to 64,32887.0,29995.0
2020,Austria,Males,18 or over,32443.0,29232.0
2020,Austria,Males,20 to 64,32942.0,29995.0
2020,Austria,Males,25 to 54,31942.0,29299.0
2020,Austria,Males,25 to 59,32797.0,29995.0
2020,Austria,Males,55 to 64,35480.0,31378.0
2020,Austria,Males,55 or over,33065.0,28814.0
2020,Austria,Males,60 or over,31832.0,27910.0
2020,Austria,Males,65 or over,30854.0,27514.0
2020,Austria,Females,18 to 54,31454.0,28975.0
2020,Austria,Females,18 to 59,31848.0,29324.0
2020,Austria,Females,18 to 64,32049.0,29133.0
2020,Austria,Females,18 or over,30880.0,27954.0
2020,Austria,Females,20 to 64,32250.0,29349.0
2020,Austria,Females,25 to 54,31887.0,29329.0
2020,Austria,Females,25 to 59,32263.0,29693.0
2020,Austria,Females,55 to 64,33673.0,29693.0
2020,Austria,Females,55 or over,30212.0,26944.0
2020,Austria,Females,60 or over,29183.0,26101.0
2020,Austria,Females,65 or over,27638.0,25225.0
2020,Poland,Total,18 to 54,9413.0,8409.0
2020,Poland,Total,18 to 59,9328.0,8377.0
2020,Poland,Total,18 to 64,9227.0,8323.0
2020,Poland,Total,18 or over,8843.0,7918.0
2020,Poland,Total,20 to 64,9280.0,8353.0
2020,Poland,Total,25 to 54,9626.0,8569.0
2020,Poland,Total,25 to 59,9502.0,8496.0
2020,Poland,Total,55 to 64,8622.0,7831.0
2020,Poland,Total,55 or over,8068.0,7274.0
2020,Poland,Total,60 or over,7915.0,7135.0
2020,Poland,Total,65 or over,7672.0,6963.0
2020,Poland,Males,18 to 54,9501.0,8454.0
2020,Poland,Males,18 to 59,9422.0,8434.0
2020,Poland,Males,18 to 64,9321.0,8378.0
2020,Poland,Males,18 or over,9074.0,8172.0
2020,Poland,Males,20 to 64,9375.0,8414.0
2020,Poland,Males,25 to 54,9705.0,8630.0
2020,Poland,Males,25 to 59,9589.0,8573.0
2020,Poland,Males,55 to 64,8709.0,7958.0
2020,Poland,Males,55 or over,8413.0,7646.0
2020,Poland,Males,60 or over,8299.0,7565.0
2020,Poland,Males,65 or over,8165.0,7483.0
2020,Poland,Females,18 to 54,9331.0,8360.0
2020,Poland,Females,18 to 59,9241.0,8333.0
2020,Poland,Females,18 to 64,9141.0,8230.0
2020,Poland,Females,18 or over,8648.0,7735.0
2020,Poland,Females,20 to 64,9195.0,8291.0
2020,Poland,Females,25 to 54,9554.0,8511.0
2020,Poland,Females,25 to 59,9423.0,8450.0
2020,Poland,Females,55 to 64,8548.0,7759.0
2020,Poland,Females,55 or over,7817.0,6988.0
2020,Poland,Females,60 or over,7647.0,6820.0
2020,Poland,Females,65 or over,7351.0,6560.0
2020,Portugal,Total,18 to 54,12717.0,11174.0
2020,Portugal,Total,18 to 59,12791.0,11201.0
2020,Portugal,Total,18 to 64,12877.0,11200.0
2020,Portugal,Total,18 or over,12802.0,10910.0
2020,Portugal,Total,20 to 64,12947.0,11253.0
2020,Portugal,Total,25 to 54,12939.0,11381.0
2020,Portugal,Total,25 to 59,12990.0,11387.0
2020,Portugal,Total,55 to 64,13415.0,11257.0
2020,Portugal,Total,55 or over,12911.0,10481.0
2020,Portugal,Total,60 or over,12823.0,10281.0
2020,Portugal,Total,65 or over,12599.0,10022.0
2020,Portugal,Males,18 to 54,12823.0,11209.0
2020,Portugal,Males,18 to 59,12829.0,11215.0
2020,Portugal,Males,18 to 64,12967.0,11215.0
2020,Portugal,Males,18 or over,13024.0,11078.0
2020,Portugal,Males,20 to 64,13039.0,11381.0
2020,Portugal,Males,25 to 54,13078.0,11479.0
2020,Portugal,Males,25 to 59,13045.0,11492.0
2020,Portugal,Males,55 to 64,13469.0,11455.0
2020,Portugal,Males,55 or over,13311.0,10813.0
2020,Portugal,Males,60 or over,13432.0,10731.0
2020,Portugal,Males,65 or over,13202.0,10500.0
2020,Portugal,Females,18 to 54,12617.0,11149.0
2020,Portugal,Females,18 to 59,12756.0,11174.0
2020,Portugal,Females,18 to 64,12794.0,11149.0
2020,Portugal,Females,18 or over,12610.0,10724.0
2020,Portugal,Females,20 to 64,12862.0,11201.0
2020,Portugal,Females,25 to 54,12809.0,11250.0
2020,Portugal,Females,25 to 59,12938.0,11294.0
2020,Portugal,Females,55 to 64,13368.0,11100.0
2020,Portugal,Females,55 or over,12602.0,10183.0
2020,Portugal,Females,60 or over,12365.0,9952.0
2020,Portugal,Females,65 or over,12167.0,9780.0
2020,Romania,Total,18 to 54,5196.0,4743.0
2020,Romania,Total,18 to 59,5193.0,4730.0
2020,Romania,Total,18 to 64,5165.0,4668.0
2020,Romania,Total,18 or over,4956.0,4394.0
2020,Romania,Total,20 to 64,5213.0,4730.0
2020,Romania,Total,25 to 54,5369.0,4927.0
2020,Romania,Total,25 to 59,5346.0,4888.0
2020,Romania,Total,55 to 64,5038.0,4406.0
2020,Romania,Total,55 or over,4569.0,4038.0
2020,Romania,Total,60 or over,4454.0,3955.0
2020,Romania,Total,65 or over,4267.0,3825.0
2020,Romania,Males,18 to 54,5174.0,4744.0
2020,Romania,Males,18 to 59,5175.0,4744.0
2020,Romania,Males,18 to 64,5156.0,4715.0
2020,Romania,Males,18 or over,5041.0,4531.0
2020,Romania,Males,20 to 64,5195.0,4761.0
2020,Romania,Males,25 to 54,5336.0,4926.0
2020,Romania,Males,25 to 59,5320.0,4910.0
2020,Romania,Males,55 to 64,5075.0,4531.0
2020,Romania,Males,55 or over,4787.0,4298.0
2020,Romania,Males,60 or over,4702.0,4215.0
2020,Romania,Males,65 or over,4568.0,4187.0
2020,Romania,Females,18 to 54,5220.0,4730.0
2020,Romania,Females,18 to 59,5212.0,4705.0
2020,Romania,Females,18 to 64,5175.0,4607.0
2020,Romania,Females,18 or over,4876.0,4243.0
2020,Romania,Females,20 to 64,5230.0,4687.0
2020,Romania,Females,25 to 54,5403.0,4927.0
2020,Romania,Females,25 to 59,5373.0,4867.0
2020,Romania,Females,55 to 64,5005.0,4252.0
2020,Romania,Females,55 or over,4402.0,3767.0
2020,Romania,Females,60 or over,4272.0,3661.0
2020,Romania,Females,65 or over,4062.0,3542.0
2020,Slovenia,Total,18 to 54,16876.0,15884.0
2020,Slovenia,Total,18 to 59,16970.0,15934.0
2020,Slovenia,Total,18 to 64,16733.0,15686.0
2020,Slovenia,Total,18 or over,16076.0,15067.0
2020,Slovenia,Total,20 to 64,16763.0,15741.0
2020,Slovenia,Total,25 to 54,16974.0,15972.0
2020,Slovenia,Total,25 to 59,17065.0,15997.0
2020,Slovenia,Total,55 to 64,16272.0,14929.0
2020,Slovenia,Total,55 or over,14971.0,13479.0
2020,Slovenia,Total,60 or over,14200.0,12704.0
2020,Slovenia,Total,65 or over,14000.0,12667.0
2020,Slovenia,Males,18 to 54,16983.0,15945.0
2020,Slovenia,Males,18 to 59,17047.0,15997.0
2020,Slovenia,Males,18 to 64,16840.0,15804.0
2020,Slovenia,Males,18 or over,16412.0,15342.0
2020,Slovenia,Males,20 to 64,16862.0,15835.0
2020,Slovenia,Males,25 to 54,17020.0,15998.0
2020,Slovenia,Males,25 to 59,17087.0,16079.0
2020,Slovenia,Males,55 to 64,16352.0,15190.0
2020,Slovenia,Males,55 or over,15519.0,14130.0
2020,Slovenia,Males,60 or over,14857.0,13353.0
2020,Slovenia,Males,65 or over,14813.0,13506.0
2020,Slovenia,Females,18 to 54,16759.0,15808.0
2020,Slovenia,Females,18 to 59,16887.0,15829.0
2020,Slovenia,Females,18 to 64,16620.0,15554.0
2020,Slovenia,Females,18 or over,15744.0,14650.0
2020,Slovenia,Females,20 to 64,16657.0,15594.0
2020,Slovenia,Females,25 to 54,16925.0,15902.0
2020,Slovenia,Females,25 to 59,17042.0,15914.0
2020,Slovenia,Females,55 to 64,16194.0,14613.0
2020,Slovenia,Females,55 or over,14501.0,12849.0
2020,Slovenia,Females,60 or over,13670.0,12223.0
2020,Slovenia,Females,65 or over,13369.0,11986.0
